processo,duracao,status,data_distribuicao,data_decisao,camara,crime,liminar,fisico,decisao
00013574920228260000,61,1,2022-01-13,2022-03-15,7CDC,Estupro,não,sim,não conhecido
00013600420228260000,273,0,2022-01-13,NA,1CDC,Homicídio Qualificado,não,sim,NA
00013618620228260000,273,0,2022-01-13,NA,4CDC,Roubo,não,sim,NA
00013635620228260000,273,0,2022-01-13,NA,15CDC,Tráfico de Drogas e Condutas Afins,não,sim,NA
00013644120228260000,273,0,2022-01-13,NA,10CDC,Homicídio Simples,não,sim,NA
00013652620228260000,273,0,2022-01-13,NA,NA,Roubo Majorado,não,sim,NA
00013661120228260000,20,1,2022-01-13,2022-02-02,6CDC,Roubo,sim,sim,denegado
00013730320228260000,273,0,2022-01-13,NA,14CDC,Furto,não,sim,NA
00013757020228260000,41,1,2022-01-13,2022-02-23,16CDC,Execução penal,não,sim,concedido
00013765520228260000,18,1,2022-01-13,2022-01-31,16CDC,Furto Qualificado,sim,sim,concedido
00013791020228260000,273,0,2022-01-13,NA,6CDC,Execução penal,não,sim,NA
00013809220228260000,27,1,2022-01-13,2022-02-09,1CDC,Tráfico de Drogas e Condutas Afins,não,sim,denegado
00013817720228260000,273,0,2022-01-13,NA,4CDC,Execução penal,não,sim,NA
00013826220228260000,34,1,2022-01-13,2022-02-16,3CDC,Homicídio Simples,não,sim,prejudicado/extinto
00013834720228260000,67,1,2022-01-13,2022-03-21,4CDC,Roubo Majorado,não,sim,não conhecido
00013851720228260000,273,0,2022-01-13,NA,14CDC,Tráfico de Drogas e Condutas Afins,não,sim,NA
00013886920228260000,8,1,2022-01-13,2022-01-21,8CDC,Latrocínio,não,sim,não conhecido
00013912420228260000,48,1,2022-01-13,2022-03-02,13CDC,Roubo Majorado,não,sim,não conhecido
00013947620228260000,36,1,2022-01-13,2022-02-18,5CDC,Roubo Majorado,não,sim,prejudicado/extinto
00013964620228260000,18,1,2022-01-13,2022-01-31,9CDC,Latrocínio,sim,sim,denegado
00013973120228260000,36,1,2022-01-13,2022-02-18,16CDC,Crimes do Sistema Nacional de Armas,não,sim,denegado
00013999820228260000,273,0,2022-01-13,NA,NA,Roubo,não,sim,NA
00014016820228260000,273,0,2022-01-13,NA,4CDC,Latrocínio,não,sim,NA
00014025320228260000,21,1,2022-01-13,2022-02-03,7CDC,Feminicídio,sim,sim,denegado
00014050820228260000,273,0,2022-01-13,NA,4CDC,Execução penal,não,sim,NA
00014103020228260000,29,1,2022-01-13,2022-02-11,4CDC,Homicídio Qualificado,não,sim,denegado
00014111520228260000,273,0,2022-01-13,NA,14CDC,Tráfico de Drogas e Condutas Afins,não,sim,NA
00014138220228260000,12,1,2022-01-13,2022-01-25,7CDC,Furto Qualificado,não,sim,denegado
00014155220228260000,48,1,2022-01-13,2022-03-02,7CDC,Roubo,não,sim,prejudicado/extinto
00014172220228260000,35,1,2022-01-13,2022-02-17,12CDC,Tráfico de Drogas e Condutas Afins,não,sim,não conhecido
00014180720228260000,273,0,2022-01-13,NA,3CDC,Execução penal,não,sim,NA
00014198920228260000,273,0,2022-01-13,NA,16CDC,Execução penal,não,sim,NA
00014215920228260000,54,1,2022-01-13,2022-03-08,12CDC,Execução penal,não,sim,não conhecido
00014224420228260000,273,0,2022-01-13,NA,13CDC,Crimes do Sistema Nacional de Armas,não,sim,NA
00014285120228260000,8,1,2022-01-13,2022-01-21,11CDC,Execução penal,sim,sim,não conhecido
00014302120228260000,273,0,2022-01-13,NA,2CDC,Execução penal,não,sim,NA
00014310620228260000,50,1,2022-01-13,2022-03-04,8CDC,Crimes contra o Patrimônio,não,sim,não conhecido
00014337320228260000,55,1,2022-01-13,2022-03-09,16CDC,Execução penal,não,sim,denegado
00014440520228260000,48,1,2022-01-13,2022-03-02,10CDC,Tráfico de Drogas e Condutas Afins,não,sim,denegado
00014467220228260000,43,1,2022-01-13,2022-02-25,9CDC,Roubo,não,sim,prejudicado/extinto
00014475720228260000,36,1,2022-01-13,2022-02-18,1CDC,Seguida de Morte,não,sim,denegado
00014597120228260000,273,0,2022-01-13,NA,15CDC,Execução penal,não,sim,NA
00014614120228260000,29,1,2022-01-13,2022-02-11,2CDC,Latrocínio,não,sim,não conhecido
00014622620228260000,25,1,2022-01-13,2022-02-07,15CDC,Tráfico de Drogas e Condutas Afins,não,sim,denegado
00014631120228260000,45,1,2022-01-13,2022-02-27,15CDC,Tráfico de Drogas e Condutas Afins,não,sim,não conhecido
00014649320228260000,273,0,2022-01-13,NA,13CDC,Tráfico de Drogas e Condutas Afins,não,sim,NA
00014666320228260000,54,1,2022-01-13,2022-03-08,2CDC,Roubo,não,sim,não conhecido
00014683320228260000,27,1,2022-01-13,2022-02-09,1CDC,Furto Qualificado,não,sim,não conhecido
00014691820228260000,22,1,2022-01-13,2022-02-04,11CDC,Execução penal,não,sim,denegado
00014718520228260000,69,1,2022-01-13,2022-03-23,3CDC,Execução penal,não,sim,não conhecido
00014727020228260000,29,1,2022-01-13,2022-02-11,9CDC,Homicídio Simples,sim,sim,denegado
00014735520228260000,273,0,2022-01-13,NA,4CDC,Tráfico de Drogas e Condutas Afins,não,sim,NA
00014752520228260000,33,1,2022-01-13,2022-02-15,11CDC,Roubo Majorado,não,sim,não conhecido
00014761020228260000,273,0,2022-01-13,NA,16CDC,Tráfico de Drogas e Condutas Afins,não,sim,NA
00014787720228260000,43,1,2022-01-13,2022-02-25,12CDC,Roubo,não,sim,denegado
00014796220228260000,48,1,2022-01-13,2022-03-02,11CDC,Execução penal,não,sim,não conhecido
00014813220228260000,88,1,2022-01-13,2022-04-11,4CDC,Roubo,não,sim,denegado
00014821720228260000,39,1,2022-01-13,2022-02-21,1CDC,Roubo,não,sim,não conhecido
00017151420228260000,33,1,2022-01-14,2022-02-16,3CDC,Tráfico de Drogas e Condutas Afins,não,sim,não conhecido
00017169620228260000,48,1,2022-01-14,2022-03-03,7CDC,Furto Qualificado,não,sim,prejudicado/extinto
00017178120228260000,47,1,2022-01-14,2022-03-02,7CDC,Latrocínio,não,sim,denegado
00017186620228260000,42,1,2022-01-14,2022-02-25,16CDC,Roubo Majorado,não,sim,prejudicado/extinto
00017195120228260000,272,0,2022-01-14,NA,15CDC,Tráfico de Drogas e Condutas Afins,não,sim,NA
00017203620228260000,39,1,2022-01-14,2022-02-22,3CDC,Execução penal,não,sim,não conhecido
00017212120228260000,17,1,2022-01-14,2022-01-31,9CDC,Tráfico de Drogas e Condutas Afins,sim,sim,denegado
00017220620228260000,272,0,2022-01-14,NA,11CDC,Execução penal,não,sim,NA
00017238820228260000,76,1,2022-01-14,2022-03-31,12CDC,Tráfico de Drogas e Condutas Afins,não,sim,denegado
00017247320228260000,41,1,2022-01-14,2022-02-24,16CDC,Tráfico de Drogas e Condutas Afins,não,sim,não conhecido
00017255820228260000,272,0,2022-01-14,NA,2CDC,Receptação,não,sim,NA
00017264320228260000,272,0,2022-01-14,NA,1CDC,Furto,não,sim,NA
00017299520228260000,272,0,2022-01-14,NA,14CDC,Roubo Majorado,não,sim,NA
00017308020228260000,10,1,2022-01-14,2022-01-24,13CDC,Extorsão,não,sim,não conhecido
00017454920228260000,272,0,2022-01-14,NA,15CDC,Homicídio Qualificado,não,sim,NA
00017463420228260000,31,1,2022-01-14,2022-02-14,10CDC,Homicídio Qualificado,não,sim,denegado
00017480420228260000,272,0,2022-01-14,NA,13CDC,Tráfico de Drogas e Condutas Afins,não,sim,NA
00017498620228260000,51,1,2022-01-14,2022-03-06,4CDC,Tráfico de Drogas e Condutas Afins,não,sim,denegado
00017515620228260000,34,1,2022-01-14,2022-02-17,5CDC,Roubo,não,sim,denegado
00017524120228260000,272,0,2022-01-14,NA,6CDC,Latrocínio,não,sim,NA
00017532620228260000,272,0,2022-01-14,NA,NA,Execução penal,não,sim,NA
00017541120228260000,7,1,2022-01-14,2022-01-21,5CDC,Tráfico de Drogas e Condutas Afins,sim,sim,denegado
00017559320228260000,76,1,2022-01-14,2022-03-31,12CDC,Roubo,não,sim,não conhecido
00017567820228260000,42,1,2022-01-14,2022-02-25,14CDC,Roubo Majorado,não,sim,não conhecido
00017576320228260000,12,1,2022-01-14,2022-01-26,6CDC,Roubo Majorado,sim,sim,denegado
00017593320228260000,24,1,2022-01-14,2022-02-07,9CDC,Furto,não,sim,não conhecido
00017601820228260000,272,0,2022-01-14,NA,13CDC,Execução penal,não,sim,NA
00017645520228260000,272,0,2022-01-14,NA,NA,Extorsão,não,sim,NA
00017654020228260000,28,1,2022-01-14,2022-02-11,2CDC,Tráfico de Drogas e Condutas Afins,não,sim,não conhecido
00017662520228260000,41,1,2022-01-14,2022-02-24,12CDC,Tráfico de Drogas e Condutas Afins,não,sim,não conhecido
00017671020228260000,38,1,2022-01-14,2022-02-21,8CDC,Tráfico de Drogas e Condutas Afins,não,sim,não conhecido
00017697720228260000,272,0,2022-01-14,NA,6CDC,Roubo,não,sim,NA
00017706220228260000,272,0,2022-01-14,NA,3CDC,Estupro de vulnerável,não,sim,NA
00017714720228260000,40,1,2022-01-14,2022-02-23,9CDC,Roubo,não,sim,não conhecido
00017731720228260000,7,1,2022-01-14,2022-01-21,8CDC,Tráfico de Drogas e Condutas Afins,sim,sim,denegado
00017740220228260000,272,0,2022-01-14,NA,15CDC,Roubo Majorado,não,sim,NA
00017783920228260000,61,1,2022-01-14,2022-03-16,12CDC,Roubo Majorado,não,sim,não conhecido
00017792420228260000,272,0,2022-01-14,NA,2CDC,Execução penal,não,sim,NA
00017800920228260000,11,1,2022-01-14,2022-01-25,8CDC,Execução penal,sim,sim,denegado
00017819120228260000,33,1,2022-01-14,2022-02-16,15CDC,Execução penal,não,sim,não conhecido
00017827620228260000,39,1,2022-01-14,2022-02-22,4CDC,Crimes contra a vida,não,sim,denegado
00017836120228260000,31,1,2022-01-14,2022-02-14,5CDC,Tráfico de Drogas e Condutas Afins,não,sim,não conhecido
00017844620228260000,35,1,2022-01-14,2022-02-18,1CDC,Homicídio Qualificado,não,sim,não conhecido
00017853120228260000,38,1,2022-01-14,2022-02-21,1CDC,Roubo Majorado,não,sim,não conhecido
00017879820228260000,34,1,2022-01-14,2022-02-17,11CDC,Execução penal,não,sim,denegado
00017913820228260000,19,1,2022-01-14,2022-02-02,6CDC,Execução penal,sim,sim,denegado
00017922320228260000,52,1,2022-01-14,2022-03-07,16CDC,Tráfico de Drogas e Condutas Afins,não,sim,denegado
00017949020228260000,53,1,2022-01-14,2022-03-08,11CDC,Homicídio Qualificado,não,sim,não conhecido
00017957520228260000,42,1,2022-01-14,2022-02-25,10CDC,Execução penal,não,sim,denegado
00017966020228260000,41,1,2022-01-14,2022-02-24,12CDC,Estupro de vulnerável,não,sim,duvida
00017974520228260000,272,0,2022-01-14,NA,13CDC,Roubo,não,sim,NA
00017983020228260000,28,1,2022-01-14,2022-02-11,2CDC,Falsificação / Corrupção / Adulteração / Alteração de produto destinado a fins terapêuticos ou medicinais,não,sim,não conhecido
00017991520228260000,28,1,2022-01-14,2022-02-11,9CDC,Roubo,não,sim,denegado
00018009720228260000,12,1,2022-01-14,2022-01-26,6CDC,Homicídio Qualificado,sim,sim,denegado
00018018220228260000,49,1,2022-01-14,2022-03-04,2CDC,Roubo,não,sim,não conhecido
00018087420228260000,51,1,2022-01-14,2022-03-06,2CDC,Roubo,não,sim,não conhecido
00018095920228260000,28,1,2022-01-14,2022-02-11,2CDC,Roubo,não,sim,não conhecido
00018104420228260000,26,1,2022-01-14,2022-02-09,5CDC,Extorsão mediante seqüestro,não,sim,denegado
00018112920228260000,272,0,2022-01-14,NA,6CDC,Furto,não,sim,NA
00018139620228260000,12,1,2022-01-14,2022-01-26,5CDC,Roubo Majorado,sim,sim,denegado
00018148120228260000,28,1,2022-01-14,2022-02-11,9CDC,Latrocínio,não,sim,denegado
00018156620228260000,14,1,2022-01-14,2022-01-28,9CDC,Receptação,não,sim,não conhecido
00018173620228260000,21,1,2022-01-14,2022-02-04,8CDC,Latrocínio,não,sim,não conhecido
00018182120228260000,24,1,2022-01-14,2022-02-07,3CDC,Homicídio Qualificado,não,sim,não conhecido
00019671720228260000,14,1,2022-01-17,2022-01-31,9CDC,Roubo,sim,sim,denegado
00019698420228260000,17,1,2022-01-17,2022-02-03,8CDC,Latrocínio,sim,sim,denegado
00019706920228260000,25,1,2022-01-17,2022-02-11,11CDC,Tráfico de Drogas e Condutas Afins,não,sim,não conhecido
00019740920228260000,51,1,2022-01-17,2022-03-09,13CDC,Crimes Previstos no Estatuto do Idoso,não,sim,denegado
00019759120228260000,269,0,2022-01-17,NA,6CDC,Tráfico de Drogas e Condutas Afins,não,sim,NA
00019776120228260000,23,1,2022-01-17,2022-02-09,2CDC,Furto,não,sim,denegado
00019784620228260000,23,1,2022-01-17,2022-02-09,5CDC,Tráfico de Drogas e Condutas Afins,não,sim,denegado
00019793120228260000,23,1,2022-01-17,2022-02-09,6CDC,Execução penal,sim,sim,denegado
00019819820228260000,44,1,2022-01-17,2022-03-02,7CDC,Fechado,não,sim,não conhecido
00019828320228260000,53,1,2022-01-17,2022-03-11,7CDC,Execução penal,não,sim,denegado
00019853820228260000,254,0,2022-02-01,NA,NA,Tráfico de Drogas e Condutas Afins,não,sim,NA
00019862320228260000,254,0,2022-02-01,NA,NA,Execução penal,não,sim,NA
00019949720228260000,269,0,2022-01-17,NA,4CDC,Roubo,não,sim,NA
00019966720228260000,269,0,2022-01-17,NA,15CDC,Roubo,não,sim,NA
00019975220228260000,42,1,2022-01-17,2022-02-28,9CDC,Homicídio Qualificado,não,sim,não conhecido
00019983720228260000,14,1,2022-01-17,2022-01-31,9CDC,Crimes do Sistema Nacional de Armas,sim,sim,denegado
00020000720228260000,269,0,2022-01-17,NA,13CDC,Tráfico de Drogas e Condutas Afins,não,sim,NA
00020035920228260000,18,1,2022-01-17,2022-02-04,12CDC,Extorsão mediante seqüestro,não,sim,não conhecido
00020052920228260000,46,1,2022-01-17,2022-03-04,8CDC,Estupro de vulnerável,não,sim,não conhecido
00020079620228260000,29,1,2022-01-17,2022-02-15,16CDC,Homicídio Qualificado,não,sim,denegado
00020088120228260000,11,1,2022-01-17,2022-01-28,9CDC,Extorsão,sim,sim,denegado
00020096620228260000,269,0,2022-01-17,NA,12CDC,Roubo Majorado,não,sim,NA
00020113620228260000,269,0,2022-01-17,NA,15CDC,Tráfico de Drogas e Condutas Afins,não,sim,NA
00020122120228260000,269,0,2022-01-17,NA,7CDC,Tráfico de Drogas e Condutas Afins,não,sim,NA
00020130620228260000,65,1,2022-01-17,2022-03-23,3CDC,Execução penal,não,sim,não conhecido
00020157320228260000,22,1,2022-01-17,2022-02-08,11CDC,Homicídio Qualificado,não,sim,não conhecido
00020165820228260000,32,1,2022-01-17,2022-02-18,11CDC,Homicídio Simples,não,sim,denegado
00021222020228260000,269,0,2022-01-17,NA,16CDC,Tráfico de Drogas e Condutas Afins,não,sim,NA
00022149520228260000,70,1,2022-01-18,2022-03-29,10CDC,Execução penal,não,sim,denegado
00022166520228260000,30,1,2022-01-18,2022-02-17,12CDC,Execução penal,não,sim,não conhecido
00022175020228260000,15,1,2022-01-18,2022-02-02,11CDC,Execução penal,não,sim,prejudicado/extinto
00022183520228260000,7,1,2022-01-18,2022-01-25,5CDC,Tráfico de Drogas e Condutas Afins,sim,sim,denegado
00022192020228260000,11,1,2022-01-18,2022-01-29,2CDC,Tráfico de Drogas e Condutas Afins,não,sim,não conhecido
00022200520228260000,30,1,2022-01-18,2022-02-17,3CDC,Roubo,não,sim,não conhecido
00022218720228260000,38,1,2022-01-18,2022-02-25,10CDC,Tráfico de Drogas e Condutas Afins,não,sim,denegado
00022227220228260000,48,1,2022-01-18,2022-03-07,2CDC,Tráfico de Drogas e Condutas Afins,não,sim,prejudicado/extinto
00022235720228260000,29,1,2022-01-18,2022-02-16,13CDC,Tráfico de Drogas e Condutas Afins,não,sim,denegado
00022244220228260000,17,1,2022-01-18,2022-02-04,11CDC,Execução penal,não,sim,não conhecido
00022261220228260000,268,0,2022-01-18,NA,13CDC,Estupro,não,sim,NA
00022279420228260000,268,0,2022-01-18,NA,16CDC,Crimes contra o Patrimônio,não,sim,NA
00022287920228260000,37,1,2022-01-18,2022-02-24,11CDC,Roubo,não,sim,denegado
00023448520228260000,68,1,2022-01-19,2022-03-28,11CDC,Tráfico de Drogas e Condutas Afins,não,sim,denegado
00023465520228260000,20,1,2022-01-19,2022-02-08,9CDC,Execução penal,não,sim,prejudicado/extinto
00023474020228260000,51,1,2022-01-19,2022-03-11,7CDC,Homicídio Qualificado,sim,sim,denegado
00023491020228260000,9,1,2022-01-19,2022-01-28,7CDC,Roubo Majorado,não,sim,denegado
00023509220228260000,267,0,2022-01-19,NA,3CDC,Roubo Majorado,não,sim,NA
00023517720228260000,267,0,2022-01-19,NA,12CDC,Tráfico de Drogas e Condutas Afins,não,sim,NA
00023526220228260000,9,1,2022-01-19,2022-01-28,5CDC,Roubo Majorado,não,sim,não conhecido
00023534720228260000,267,0,2022-01-19,NA,13CDC,Execução penal,não,sim,NA
00023543220228260000,21,1,2022-01-19,2022-02-09,8CDC,Execução penal,não,sim,não conhecido
00023551720228260000,57,1,2022-01-19,2022-03-17,16CDC,Transferência para o regime fechado,não,sim,denegado
00023560220228260000,267,0,2022-01-19,NA,15CDC,Execução penal,não,sim,NA
00025206420228260000,32,1,2022-01-20,2022-02-21,2CDC,Tráfico de Drogas e Condutas Afins,não,sim,denegado
00025214920228260000,26,1,2022-01-20,2022-02-15,15CDC,Tráfico de Drogas e Condutas Afins,não,sim,prejudicado/extinto
00025223420228260000,266,0,2022-01-20,NA,6CDC,Tráfico de Drogas e Condutas Afins,não,sim,NA
00025388520228260000,36,1,2022-01-20,2022-02-25,3CDC,Tráfico de Drogas e Condutas Afins,não,sim,não conhecido
00025491720228260000,6,1,2022-01-20,2022-01-26,8CDC,Tráfico de Drogas e Condutas Afins,sim,sim,denegado
00025855920228260000,48,1,2022-01-20,2022-03-09,10CDC,Crimes contra a vida,não,sim,não conhecido
00026245620228260000,5,1,2022-01-20,2022-01-25,5CDC,Execução penal,sim,sim,denegado
00026271120228260000,29,1,2022-01-20,2022-02-18,11CDC,Execução penal,não,sim,não conhecido
00026289320228260000,27,1,2022-01-20,2022-02-16,3CDC,Roubo,não,sim,não conhecido
00026384020228260000,7,1,2022-01-21,2022-01-28,5CDC,Execução penal,não,sim,prejudicado/extinto
00026392520228260000,24,1,2022-01-21,2022-02-14,15CDC,Execução penal,não,sim,denegado
00026419220228260000,42,1,2022-01-21,2022-03-04,8CDC,Execução penal,não,sim,não conhecido
00026427720228260000,98,1,2022-01-21,2022-04-29,5CDC,Execução penal,não,sim,não conhecido
00026436220228260000,265,0,2022-01-21,NA,6CDC,Tráfico de Drogas e Condutas Afins,não,sim,NA
00026453220228260000,265,0,2022-01-21,NA,6CDC,Tráfico de Drogas e Condutas Afins,não,sim,NA
00026461720228260000,46,1,2022-01-21,2022-03-08,11CDC,Tráfico de Drogas e Condutas Afins,não,sim,denegado
00026470220228260000,53,1,2022-01-21,2022-03-15,7CDC,Furto,não,sim,denegado
00026488420228260000,5,1,2022-01-21,2022-01-26,8CDC,Tráfico de Drogas e Condutas Afins,sim,sim,denegado
00026496920228260000,52,1,2022-01-21,2022-03-14,7CDC,Tráfico de Drogas e Condutas Afins,não,sim,denegado
00026782220228260000,41,1,2022-01-25,2022-03-07,1CDC,Homicídio Qualificado,não,sim,não conhecido
00026790720228260000,24,1,2022-01-25,2022-02-18,15CDC,Execução penal,não,sim,não conhecido
00026808920228260000,65,1,2022-01-25,2022-03-31,12CDC,Tráfico de Drogas e Condutas Afins,não,sim,denegado
00026817420228260000,14,1,2022-01-25,2022-02-08,11CDC,Roubo Majorado,não,sim,prejudicado/extinto
00026825920228260000,65,1,2022-01-25,2022-03-31,4CDC,Execução penal,não,sim,denegado
00026834420228260000,13,1,2022-01-25,2022-02-07,2CDC,Tráfico de Drogas e Condutas Afins,não,sim,não conhecido
00026842920228260000,41,1,2022-01-25,2022-03-07,12CDC,Execução penal,não,sim,denegado
00026869620228260000,16,1,2022-01-25,2022-02-10,8CDC,Execução penal,sim,sim,denegado
00026878120228260000,51,1,2022-01-25,2022-03-17,14CDC,Homicídio Simples,não,sim,denegado
00026886620228260000,37,1,2022-01-25,2022-03-03,12CDC,Homicídio Qualificado,não,sim,não conhecido
00026895120228260000,6,1,2022-01-25,2022-01-31,16CDC,Tráfico de Drogas e Condutas Afins,sim,sim,denegado
00026903620228260000,261,0,2022-01-25,NA,15CDC,Homicídio Simples,não,sim,NA
00026912120228260000,261,0,2022-01-25,NA,10CDC,Crimes contra o Patrimônio,não,sim,NA
00026920620228260000,36,1,2022-01-25,2022-03-02,13CDC,Crimes contra a vida,não,sim,não conhecido
00026938820228260000,261,0,2022-01-25,NA,3CDC,Execução penal,não,sim,NA
00026947320228260000,261,0,2022-01-25,NA,15CDC,Roubo Majorado,não,sim,NA
00026955820228260000,50,1,2022-01-25,2022-03-16,7CDC,Execução penal,não,sim,denegado
00026964320228260000,19,1,2022-01-25,2022-02-13,15CDC,Execução penal,não,sim,não conhecido
00026981320228260000,9,1,2022-01-25,2022-02-03,2CDC,Execução penal,não,sim,não conhecido
00027008020228260000,48,1,2022-01-25,2022-03-14,7CDC,Execução penal,não,sim,denegado
00027025020228260000,261,0,2022-01-25,NA,13CDC,Execução penal,não,sim,NA
00027085720228260000,261,0,2022-01-25,NA,13CDC,Tráfico de Drogas e Condutas Afins,não,sim,NA
00027102720228260000,261,0,2022-01-25,NA,6CDC,Homicídio Qualificado,não,sim,NA
00027137920228260000,261,0,2022-01-25,NA,2CDC,Roubo Majorado,não,sim,NA
00027146420228260000,261,0,2022-01-25,NA,15CDC,Tráfico de Drogas e Condutas Afins,não,sim,NA
00027154920228260000,261,0,2022-01-25,NA,1CDC,Tráfico de Drogas e Condutas Afins,não,sim,NA
00027163420228260000,43,1,2022-01-25,2022-03-09,10CDC,Latrocínio,não,sim,denegado
00027171920228260000,17,1,2022-01-25,2022-02-11,14CDC,Tráfico de Drogas e Condutas Afins,não,sim,denegado
00027180420228260000,2,1,2022-01-25,2022-01-27,5CDC,Tráfico de Drogas e Condutas Afins,sim,sim,denegado
00027198620228260000,31,1,2022-01-25,2022-02-25,11CDC,Atentado Violento ao Pudor,não,sim,não conhecido
00027207120228260000,24,1,2022-01-25,2022-02-18,15CDC,Roubo,não,sim,não conhecido
00027215620228260000,261,0,2022-01-25,NA,15CDC,Execução penal,não,sim,NA
00027224120228260000,69,1,2022-01-25,2022-04-04,1CDC,Tráfico de Drogas e Condutas Afins,não,sim,prejudicado/extinto
00027232620228260000,7,1,2022-01-25,2022-02-01,8CDC,Crimes contra o Patrimônio,sim,sim,denegado
